

app  = aes
algo = singlecut
arch = virtex
opt  = -ise-alarm-stop=3600 -ise-archi-max-input=8 -ise-archi-max-output=2
gcc =   -emit-llvm
# calculating candidates
WARNING: no profiling information found, assuming uniform distribution
Selected architecture: P20ArchitectureVirtexFx
Default settings: 
 * CommInBusCLK: 2
 * CommOutBusCLK_: 2
 * CommInBusWidth_: 2
 * CommOutBusWidth_: 1
 * MaxCI: 7
 * MaxInput: 6
 * MaxOutput: 1
- changing value of MaxInput_: 8
- changing value of MaxOutput_: 2
mv: cannot stat `cand*.dat': No such file or directory
# calculating benchmarking results
WARNING: no profiling information found, assuming uniform distribution
Selected architecture: P20ArchitectureVirtexFx
Default settings: 
 * CommInBusCLK: 2
 * CommOutBusCLK_: 2
 * CommInBusWidth_: 2
 * CommOutBusWidth_: 1
 * MaxCI: 7
 * MaxInput: 6
 * MaxOutput: 1
- changing value of MaxInput_: 8
- changing value of MaxOutput_: 2
DAG_size	, msecs		, it	, candidate_found
6		, 0.06321	, 1582	, 10
6		, 0.06329	, 1580	, 10
6		, 0.06481	, 1543	, 10
6		, 0.06636	, 1507	, 10
6		, 0.06911	, 1447	, 3
6		, 0.07158	, 1397	, 12
6		, 0.09911	, 1009	, 24
6		, 0.09930	, 1007	, 24
6		, 0.10091	, 991	, 24
6		, 0.10091	, 991	, 24
6		, 0.10121	, 988	, 24
6		, 0.10132	, 987	, 24
6		, 0.10194	, 981	, 24
6		, 0.10204	, 980	, 24
6		, 0.10214	, 979	, 24
6		, 0.10225	, 978	, 24
6		, 0.10225	, 978	, 24
6		, 0.10235	, 977	, 24
6		, 0.10256	, 975	, 24
6		, 0.10373	, 964	, 24
7		, 0.07622	, 1312	, 13
7		, 0.12563	, 796	, 11
7		, 0.12788	, 782	, 11
7		, 0.13369	, 748	, 24
7		, 0.13889	, 720	, 24
7		, 0.13908	, 719	, 24
7		, 0.14084	, 710	, 24
7		, 0.17361	, 576	, 46
7		, 0.17361	, 576	, 46
7		, 0.17391	, 575	, 46
7		, 0.17391	, 575	, 46
8		, 0.07634	, 1310	, 13
8		, 0.07825	, 1278	, 13
8		, 0.07868	, 1271	, 13
8		, 0.07886	, 1268	, 13
8		, 0.07893	, 1267	, 13
8		, 0.07905	, 1265	, 13
8		, 0.08006	, 1249	, 7
8		, 0.08019	, 1247	, 7
8		, 0.08026	, 1246	, 7
8		, 0.18797	, 532	, 24
8		, 0.23419	, 427	, 37
8		, 0.25974	, 385	, 59
9		, 0.09124	, 1096	, 12
9		, 0.09217	, 1085	, 12
9		, 0.09268	, 1079	, 12
9		, 0.21692	, 461	, 40
10		, 0.11834	, 845	, 8
10		, 0.11876	, 842	, 8
10		, 0.19305	, 518	, 21
10		, 0.36232	, 276	, 107
10		, 0.41494	, 241	, 82
11		, 0.58479	, 171	, 134
11		, 0.81967	, 122	, 145
12		, 0.64935	, 154	, 152
12		, 0.64935	, 154	, 152
12		, 0.64935	, 154	, 152
13		, 0.46948	, 213	, 133
14		, 0.29851	, 335	, 41
14		, 1.36986	, 73	, 278
14		, 1.40845	, 71	, 205
14		, 1.40845	, 71	, 205
14		, 1.40845	, 71	, 205
15		, 2.65789	, 38	, 241
17		, 0.71429	, 140	, 45
17		, 1.00000	, 100	, 90
22		, 4.85714	, 21	, 270
24		, 3.74074	, 27	, 200
25		, 3.77778	, 27	, 200
25		, 3.88462	, 26	, 200
28		, 6.31250	, 16	, 335
29		, 5.36842	, 19	, 486
29		, 6.31250	, 16	, 335
29		, 6.56250	, 16	, 335
29		, 6.80000	, 15	, 496
31		, 0.49505	, 202	, 25
31		, 14.71430	, 7	, 990
31		, 14.71430	, 7	, 990
33		, 21.20000	, 5	, 770
33		, 21.20000	, 5	, 770
33		, 21.20000	, 5	, 770
34		, 18.16670	, 6	, 1128
34		, 18.16670	, 6	, 1128
34		, 18.16670	, 6	, 1128
35		, 0.55556	, 180	, 25
35		, 0.58479	, 171	, 25
35		, 19.83330	, 6	, 1177
42		, 26.00000	, 4	, 668
54		, 67.50000	, 2	, 2086
54		, 9.63636	, 11	, 168
67		, 126.00000	, 2	, 2898
68		, 127.00000	, 2	, 3051
73		, 178.50000	, 2	, 3663
73		, 178.50000	, 2	, 3663
73		, 178.50000	, 2	, 3663
75		, 1.61290	, 62	, 25
115		, 12.87500	, 8	, 187
126		, 40867.00000	, 1	, 759762
131		, 15.28570	, 7	, 187
131		, 15.71430	, 7	, 187
131		, 18.00000	, 6	, 187
133		, 711.50000	, 2	, 5831
176		, 1118.50000	, 2	, 12639
286		, 42186.00000	, 1	, 484056
302		, 49730.00000	, 1	, 549240
1407		, 	, 	, 
