

app  = cjpeg
algo = union
arch = virtex
opt  = -ise-alarm-stop=3600 -ise-archi-max-input=4 -ise-archi-max-output=2
gcc =   -emit-llvm
# calculating candidates
WARNING: no profiling information found, assuming uniform distribution
Selected architecture: P20ArchitectureVirtexFx
Default settings: 
 * CommInBusCLK: 2
 * CommOutBusCLK_: 2
 * CommInBusWidth_: 2
 * CommOutBusWidth_: 1
 * MaxCI: 7
 * MaxInput: 6
 * MaxOutput: 1
- changing value of MaxInput_: 4
- changing value of MaxOutput_: 2
===-------------------------------------------------------------------------===
                      ... Pass execution timing report ...
===-------------------------------------------------------------------------===
  Total Execution Time: 0.1029 seconds (0.1025 wall clock)

   ---User Time---   --System Time--   --User+System--   ---Wall Time---  ---Mem---  --- Name ---
   0.0919 ( 96.8%)   0.0079 (100.0%)   0.0999 ( 97.0%)   0.0997 ( 97.2%)      11928  instruction-set extension (identification & selection)
   0.0019 (  2.1%)   0.0000 (  0.0%)   0.0019 (  1.9%)   0.0016 (  1.6%)        136  Module Verifier
   0.0010 (  1.0%)   0.0000 (  0.0%)   0.0010 (  0.9%)   0.0011 (  1.1%)      10000  Dominator Tree Construction
   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)   0.0000 (  0.0%)          0  Preliminary module verification
   0.0949 (100.0%)   0.0079 (100.0%)   0.1029 (100.0%)   0.1025 (100.0%)      22064  TOTAL

# calculating benchmarking results
WARNING: no profiling information found, assuming uniform distribution
Selected architecture: P20ArchitectureVirtexFx
Default settings: 
 * CommInBusCLK: 2
 * CommOutBusCLK_: 2
 * CommInBusWidth_: 2
 * CommOutBusWidth_: 1
 * MaxCI: 7
 * MaxInput: 6
 * MaxOutput: 1
- changing value of MaxInput_: 4
- changing value of MaxOutput_: 2
DAG_size	, msecs		, it	, candidate_found
3		, 0.19724	, 507	, 3
4		, 0.05977	, 1673	, 0
4		, 0.11990	, 834	, 1
4		, 0.12469	, 802	, 1
4		, 0.12690	, 788	, 1
4		, 0.12690	, 788	, 1
4		, 0.12953	, 772	, 1
4		, 0.12987	, 770	, 1
4		, 0.21008	, 476	, 3
4		, 0.21053	, 475	, 3
4		, 0.21097	, 474	, 3
5		, 0.21505	, 465	, 3
5		, 0.22321	, 448	, 3
5		, 0.23419	, 427	, 3
5		, 0.38461	, 260	, 6
5		, 0.38610	, 259	, 6
5		, 0.38610	, 259	, 6
5		, 0.38610	, 259	, 6
5		, 0.38610	, 259	, 6
5		, 0.38610	, 259	, 6
5		, 0.38610	, 259	, 6
5		, 0.39062	, 256	, 6
6		, 0.14144	, 707	, 1
6		, 0.15480	, 646	, 1
6		, 0.23202	, 431	, 3
6		, 0.23364	, 428	, 3
6		, 0.23419	, 427	, 3
6		, 0.23474	, 426	, 3
6		, 0.29498	, 339	, 4
7		, 0.31847	, 314	, 4
7		, 0.36630	, 273	, 5
7		, 0.36765	, 272	, 5
7		, 0.36900	, 271	, 5
7		, 0.37037	, 270	, 5
7		, 0.37037	, 270	, 5
7		, 0.37037	, 270	, 5
7		, 0.37037	, 270	, 5
7		, 0.37037	, 270	, 5
7		, 0.37037	, 270	, 5
7		, 0.37037	, 270	, 5
7		, 0.37037	, 270	, 5
7		, 0.37175	, 269	, 5
7		, 0.37313	, 268	, 5
7		, 0.37313	, 268	, 5
7		, 0.37313	, 268	, 5
7		, 0.37313	, 268	, 5
7		, 0.38461	, 260	, 5
7		, 0.38760	, 258	, 5
7		, 0.38910	, 257	, 5
7		, 0.61728	, 162	, 12
8		, 0.25575	, 391	, 3
8		, 0.38610	, 259	, 5
8		, 0.38760	, 258	, 5
8		, 0.47847	, 209	, 7
8		, 0.48077	, 208	, 7
9		, 0.17921	, 558	, 1
9		, 0.18315	, 546	, 1
9		, 0.18382	, 544	, 1
9		, 0.25381	, 394	, 3
9		, 0.40161	, 249	, 5
9		, 0.54945	, 182	, 8
9		, 0.57803	, 173	, 9
10		, 0.14286	, 700	, 1
10		, 0.22831	, 438	, 3
10		, 0.26178	, 382	, 2
10		, 0.38023	, 263	, 4
10		, 0.41494	, 241	, 5
10		, 0.41494	, 241	, 5
10		, 0.48077	, 208	, 6
10		, 0.56180	, 178	, 9
10		, 0.56497	, 177	, 9
10		, 1.06383	, 94	, 23
11		, 0.42553	, 235	, 5
11		, 0.42553	, 235	, 5
14		, 0.23585	, 424	, 1
15		, 0.51814	, 193	, 7
15		, 0.89286	, 112	, 14
15		, 0.90090	, 111	, 14
15		, 0.97087	, 103	, 14
34		, 1.80357	, 56	, 27
42		, 2.77778	, 36	, 43
48		, 4.12000	, 25	, 70
137		, 9.45455	, 11	, 84
